Id,Start,Name,Impact,Currency
7e9badb5-389b-4bfb-bda7-7855c4e9d2c1,07/27/2012 12:30:00,Gross Domestic Product Annualized,HIGH,USD
7b2914f0-027a-495f-82ce-15786a0558cb,07/27/2012 12:30:00,Gross Domestic Product Price Index,HIGH,USD
eefaa45e-37e7-4dc6-bfd6-a8a180e0df79,07/30/2012 14:30:00,Dallas Fed Manufacturing Business Index,LOW,USD
cfa8acf4-273e-4571-8df6-d82e1d6133c1,07/31/2012 13:45:00,Chicago Purchasing Managers' Index,LOW,USD
40dd6c8b-c0da-40a5-9d02-cc960aa827c3,08/01/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
85f35ec9-cb13-441f-8a1b-b6ffadb4dc06,08/01/2012 14:00:00,ISM Manufacturing PMI,MEDIUM,USD
f281433e-3379-41cc-b6aa-c1d7e053312f,08/02/2012 13:45:00,ISM-NY Business Conditions Index,LOW,USD
e4ce5d7d-a834-4151-951a-d37bba458c7f,08/02/2012 14:00:00,Factory Orders (MoM),MEDIUM,USD
9c5632a2-49e0-48ad-be1e-875fa996c391,08/03/2012 14:00:00,ISM Services PMI,MEDIUM,USD
10e7b1d3-d5d1-413f-8796-9d70516f8a38,08/09/2012 14:00:00,Wholesale Inventories,LOW,USD
e69bce36-5532-47e5-b12d-5da7bd46cda6,08/14/2012 11:30:00,NFIB Business Optimism Index,LOW,USD
d0d38134-ae7b-45bc-b53b-fe7b98b02202,08/14/2012 14:00:00,Business Inventories,MEDIUM,USD
a667286d-d726-48e6-9d4b-6419290e862e,08/15/2012 12:30:00,NY Empire State Manufacturing Index,LOW,USD
2f666a7d-4703-415c-afba-39e91f7c3436,08/15/2012 13:15:00,Capacity Utilization,LOW,USD
31b45150-b9fc-4256-b083-2c5d31db7e2f,08/15/2012 13:15:00,Industrial Production (MoM),MEDIUM,USD
c5d1adc0-57a7-4b01-b762-ee4709ba7ecd,08/16/2012 14:00:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
199a93f8-5df7-46ba-beb9-0090755b1b32,08/20/2012 12:30:00,"Chicago Fed National Activity Index ",MEDIUM,USD
063763a7-b365-4b47-91bd-4b2076090bd6,08/23/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
7a647c1f-0682-4fdb-a7bf-8e81a9f6519c,08/24/2012 12:30:00,Durable Goods Orders,HIGH,USD
ac183b30-06bf-4a61-a78f-7f50ab23d086,08/24/2012 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
fbdf5810-280e-4625-a477-26bc3472e09e,08/27/2012 14:30:00,Dallas Fed Manufacturing Business Index,LOW,USD
b599bcc0-9d16-4b34-9d9f-175b085fc416,08/28/2012 14:00:00,Richmond Fed Manufacturing Index,LOW,USD
8c1889f8-9326-4310-87e5-f847299aed71,08/29/2012 12:30:00,Gross Domestic Product Annualized,HIGH,USD
d6ce5ad0-c4d9-4192-8034-26c6fdc338bc,08/29/2012 12:30:00,Gross Domestic Product Price Index,HIGH,USD
0474db8f-4d77-41a1-ba92-3579ec310ce6,08/30/2012 15:00:00,Kansas Fed Manufacturing Activity,LOW,USD
bf293ae8-4532-41ca-be69-341084b53dd1,08/31/2012 13:45:00,Chicago Purchasing Managers' Index,LOW,USD
d2f9bc87-5e26-4917-9e6c-8c89c157b826,08/31/2012 14:00:00,Factory Orders (MoM),MEDIUM,USD
e7f1463e-e3b8-4b36-8099-62ba2264fae8,09/04/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
01bc6954-dd04-4a24-bca0-ca8f89b441d9,09/04/2012 14:00:00,ISM Manufacturing PMI,HIGH,USD
957f1b0d-e25a-4e7c-a3ce-c61c8f259e8a,09/05/2012 13:45:00,ISM-NY Business Conditions Index,LOW,USD
ea261e33-88e9-41c4-aaa0-07abafee7cd5,09/06/2012 14:00:00,ISM Services PMI,MEDIUM,USD
c4162dac-25e8-4c1d-bfc5-b0edb9bd25fd,09/11/2012 11:30:00,NFIB Business Optimism Index,LOW,USD
1e51675f-00fc-4864-8e2d-fb300fa2d48e,09/12/2012 14:00:00,Wholesale Inventories,LOW,USD
98d0504d-b50f-44a3-b71c-dcd165414110,09/14/2012 13:15:00,Capacity Utilization,LOW,USD
246b8b1a-549d-4e7b-b5c4-eca119f5c5d7,09/14/2012 13:15:00,Industrial Production (MoM),MEDIUM,USD
f515b7b7-adc8-43c0-8bb1-06d9ed48626b,09/14/2012 14:00:00,Business Inventories,MEDIUM,USD
d9358c29-90a7-4be8-b402-7a754a40d1e7,09/17/2012 12:30:00,NY Empire State Manufacturing Index,LOW,USD
e8465398-dbef-4941-a0ca-39ea552e9d88,09/20/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
5f818fb5-1ce6-4845-bced-425cbb8f4141,09/20/2012 14:00:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
c040916e-39d0-4292-8458-ed5703b6b3f6,09/24/2012 12:30:00,"Chicago Fed National Activity Index ",LOW,USD
65434eb9-58b2-486a-8cf5-1febbcba47eb,09/24/2012 14:30:00,Dallas Fed Manufacturing Business Index,LOW,USD
9ea5985a-314a-4fb6-a7ce-62cc7fcb260f,09/25/2012 14:00:00,Richmond Fed Manufacturing Index,LOW,USD
5c00c436-af3f-4168-b811-ed7c801df257,09/27/2012 12:30:00,Durable Goods Orders,HIGH,USD
456a9d22-0062-4e9d-834f-fb4f147cbae5,09/27/2012 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
0849649f-a4b0-4685-8043-b5bbf8be8d9d,09/27/2012 12:30:00,Gross Domestic Product Annualized,HIGH,USD
86671b3b-8a2f-4c10-bdf1-dc9573cde54a,09/27/2012 12:30:00,Gross Domestic Product Price Index,HIGH,USD
f3e2ad82-1542-46e9-b48b-1ad23b8c1174,09/27/2012 15:00:00,Kansas Fed Manufacturing Activity,LOW,USD
94cda0df-f502-4860-b7d0-6cedb0964abc,09/28/2012 13:45:00,Chicago Purchasing Managers' Index,LOW,USD
00429209-edba-4b76-b7a4-e5fab1568bb2,10/01/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
28a21935-2c31-4c96-b798-9b7bb552d434,10/01/2012 14:00:00,ISM Manufacturing PMI,HIGH,USD
8ff5be51-920a-4864-a0b6-be03e3f336fa,10/02/2012 13:45:00,ISM-NY Business Conditions Index,LOW,USD
54aff907-aadc-4411-9bad-c86832e2342f,10/03/2012 14:00:00,ISM Services PMI,MEDIUM,USD
e89f9f99-48f9-4879-98e6-fde9ef00c9a9,10/04/2012 14:00:00,Factory Orders (MoM),MEDIUM,USD
9d07378c-403c-4e9d-9acd-90680a9a9f07,10/09/2012 11:30:00,NFIB Business Optimism Index,LOW,USD
0fa7d4c1-bda2-4031-8f7c-9de1d3d20ff6,10/10/2012 14:00:00,Wholesale Inventories,LOW,USD
82742271-af2e-47a8-a535-1b11f64ed10f,10/15/2012 12:30:00,NY Empire State Manufacturing Index,LOW,USD
cdcd5984-6e8c-4ead-97b1-8e5581344314,10/15/2012 14:00:00,Business Inventories,LOW,USD
79853843-bf5a-4d2c-bd5e-0858b11b6696,10/16/2012 13:15:00,Capacity Utilization,LOW,USD
5b3b94d1-50bb-4ca3-a7da-ef30322b6ce2,10/16/2012 13:15:00,Industrial Production (MoM),MEDIUM,USD
f8694fed-e98b-45bb-8a16-39dfdb2da962,10/18/2012 14:00:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
4ddea4db-c281-42c8-aa0d-3b3127c2940a,10/23/2012 14:00:00,Richmond Fed Manufacturing Index,LOW,USD
2aae28cf-9d8e-4c57-a7ba-ee5039ac1b2e,10/24/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
2d1edbc0-1402-4a58-8ac5-e1898e332b69,10/25/2012 12:30:00,"Chicago Fed National Activity Index ",LOW,USD
e21f31d8-e457-4a9f-bfaa-60ab5ae6a5ea,10/25/2012 12:30:00,Durable Goods Orders,MEDIUM,USD
0eeb4cd1-d54d-4a4f-af3b-ea24e2828a7e,10/25/2012 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
1085c7e9-18ad-434e-8498-61102222d6e3,10/25/2012 15:00:31,Kansas Fed Manufacturing Activity,LOW,USD
b33aa44d-696d-4ba2-ac02-3523efe83e25,10/26/2012 12:30:00,Gross Domestic Product Annualized,HIGH,USD
ba0ef9c3-d5b2-4ed8-84d8-bb7bb7ada151,10/26/2012 12:30:00,Gross Domestic Product Price Index,MEDIUM,USD
8765d250-6883-4a68-84a3-b5e9995ed19c,10/29/2012 14:30:00,Dallas Fed Manufacturing Business Index,LOW,USD
c7809ab1-8fb3-4ead-a979-462e8f3d21c8,10/31/2012 13:45:00,Chicago Purchasing Managers' Index,LOW,USD
ffdb772f-f7ba-49e9-9c8f-177313b74ae3,11/01/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
d487167b-dc42-45e3-9865-122bc17a4e09,11/01/2012 14:00:00,ISM Manufacturing PMI,MEDIUM,USD
677a31d8-9222-4b52-9d29-59c2b664948a,11/02/2012 14:00:00,Factory Orders (MoM),MEDIUM,USD
2fa07623-413f-4ab0-9b6e-fe8d4c67f4e6,11/05/2012 15:00:00,ISM Services PMI,HIGH,USD
ae052922-500a-4ea3-94ce-fd92c60b21dc,11/06/2012 14:45:15,ISM-NY Business Conditions Index,LOW,USD
bf872fbd-7071-4d90-9143-97da0cb50533,11/09/2012 15:00:00,Wholesale Inventories,LOW,USD
4d4226f1-6e68-4848-90e2-8bb263b5c198,11/13/2012 12:30:00,NFIB Business Optimism Index,LOW,USD
2cd25ae8-ecfe-44f1-b489-c0830b67c9a3,11/14/2012 15:00:00,Business Inventories,LOW,USD
3da69a4d-8002-49c7-b918-b5b4e737dd50,11/15/2012 13:30:00,NY Empire State Manufacturing Index,LOW,USD
66b7d116-d412-4d48-9a32-fdbdbd657949,11/15/2012 15:00:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
f16e4959-9366-40f5-a8d1-be30a0781016,11/16/2012 14:15:00,Capacity Utilization,LOW,USD
dda96fed-b51a-464f-8615-dcbc1aa6a5c3,11/16/2012 14:15:00,Industrial Production (MoM),MEDIUM,USD
e3866c56-9376-4074-b758-f4e45d53089f,11/21/2012 13:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
49ce78af-66f2-4e21-8939-4bca10ceef17,11/26/2012 13:30:00,"Chicago Fed National Activity Index ",LOW,USD
53fda500-2f44-4df6-826e-f588051c73f2,11/26/2012 15:30:00,Dallas Fed Manufacturing Business Index,LOW,USD
58e34ae9-8bea-4d86-bb44-917bce6d4bfc,11/27/2012 13:30:00,Durable Goods Orders,HIGH,USD
c88c633f-19b5-41cc-883e-d475cd4cbcf4,11/27/2012 13:30:00,Durable Goods Orders ex Transportation,HIGH,USD
75219c1b-5404-404e-9bc9-5da32e2d3d23,11/27/2012 15:00:00,Richmond Fed Manufacturing Index,LOW,USD
3e510632-2b30-431f-a52b-6fc019fe656c,11/29/2012 13:30:00,Gross Domestic Product Annualized,HIGH,USD
